,bay_top1,bay_top2,bay_top3,gnt_top1,gnt_top2,gnt_top3,match
1697,2,0,1,0,4,3,False
1698,0,1,2,0,1,3,False
1699,0,1,2,4,0,3,False
1700,2,3,4,4,3,2,True
1701,4,1,3,3,0,1,False
1702,0,1,2,3,0,4,False
1703,1,4,3,4,0,1,False
1704,0,1,2,4,3,0,False
1705,0,2,1,4,0,1,False
1706,4,1,3,0,3,4,False
1707,1,0,4,0,1,3,False
1708,0,1,2,0,4,3,False
1709,2,0,1,4,0,3,False
1710,0,1,2,3,4,0,False
1711,0,3,4,4,3,0,True
1712,0,2,3,4,3,0,False
1713,0,1,2,4,1,3,False
1714,1,4,3,0,3,4,False
1715,2,0,1,3,1,4,False
1716,2,4,0,0,3,4,False
1717,0,2,1,4,0,1,False
1718,1,2,3,0,1,4,False
1719,0,1,2,4,1,3,False
1720,0,1,2,0,4,3,False
1721,0,1,2,0,3,4,False
1722,4,0,1,0,3,4,False
1723,0,1,2,0,3,4,False
1724,0,1,2,0,3,4,False
1725,0,1,2,3,4,0,False
1726,1,2,3,0,4,3,False
1727,3,4,0,0,4,3,True
1728,0,1,2,4,3,0,False
1729,0,1,2,4,0,3,False
1730,0,1,2,4,3,0,False
1731,4,0,1,4,1,3,False
1732,0,1,2,4,3,0,False
1733,1,3,4,0,4,1,False
1734,0,1,2,3,4,0,False
1735,2,1,4,0,2,1,False
1736,4,0,1,0,4,3,False
1737,4,1,2,3,0,4,False
1738,1,2,3,0,4,3,False
1739,0,1,2,3,4,0,False
1740,0,1,2,3,0,4,False
1741,0,1,2,1,4,0,False
1742,2,4,0,4,1,3,False
1743,0,1,2,0,3,4,False
1744,1,3,4,3,0,1,False
1745,0,1,2,4,3,1,False
1746,0,1,2,1,3,2,False
1747,0,1,2,4,3,0,False
1748,0,1,2,3,4,0,False
1749,0,1,2,3,4,0,False
1750,0,1,2,0,1,3,False
1751,4,1,3,0,4,3,False
1752,2,4,1,3,4,0,False
1753,0,1,2,3,1,4,False
1754,1,3,4,0,4,3,False
1755,0,1,2,3,4,0,False
1756,0,1,2,3,0,1,False
1757,1,2,3,0,4,3,False
1758,0,1,2,4,0,3,False
1759,0,1,2,0,1,3,False
1760,0,1,2,4,0,1,False
1761,2,1,3,0,4,3,False
1762,0,2,1,4,3,0,False
1763,2,3,4,0,4,3,False
1764,1,4,3,3,0,4,False
1765,0,1,2,0,1,4,False
1766,0,1,2,0,3,4,False
1767,1,2,4,0,4,1,False
1768,0,1,2,4,3,0,False
1769,0,1,3,1,4,0,False
1770,0,1,2,4,3,0,False
1771,2,0,1,4,3,0,False
1772,1,2,3,4,0,1,False
1773,0,1,2,4,3,1,False
1774,0,1,2,0,3,1,False
1775,0,1,2,4,0,3,False
1776,1,2,0,0,4,3,False
1777,3,1,2,4,2,0,False
1778,0,2,4,0,3,4,False
1779,1,2,3,0,4,3,False
1780,1,2,3,4,1,0,False
1781,1,2,3,4,3,1,False
1782,1,2,0,0,4,3,False
1783,0,1,2,4,0,1,False
1784,0,1,2,3,0,4,False
1785,0,1,2,4,1,3,False
1786,2,0,1,4,0,3,False
1787,1,3,4,4,0,3,False
1788,0,3,4,4,3,0,True
1789,4,1,2,0,4,3,False
1790,1,2,3,4,1,0,False
1791,1,4,0,0,2,3,False
1792,2,4,0,0,3,4,False
1793,3,0,1,4,3,0,False
1794,0,1,2,4,0,3,False
1795,1,2,3,0,3,4,False
1796,2,0,1,4,3,0,False
1797,0,1,2,3,4,0,False
1798,0,1,2,3,4,0,False
1799,1,3,4,3,0,4,False
1800,0,3,4,4,0,1,False
1801,0,1,2,4,3,2,False
1802,0,3,4,4,0,3,True
1803,0,1,2,0,4,3,False
1804,1,3,4,0,1,3,False
1805,1,0,3,4,3,1,False
1806,1,2,3,0,3,4,False
1807,1,2,3,4,3,0,False
1808,0,1,2,4,3,0,False
1809,1,4,0,0,4,3,False
1810,0,3,4,4,3,0,True
1811,2,0,1,4,3,0,False
1812,0,1,2,4,1,3,False
1813,1,0,2,1,4,0,False
1814,1,2,4,4,3,0,False
1815,0,3,1,4,0,3,False
1816,1,2,0,0,3,4,False
1817,2,0,1,0,4,3,False
1818,0,1,2,4,3,0,False
1819,0,1,2,4,1,3,False
1820,0,1,2,4,0,3,False
1821,0,1,2,4,1,0,False
1822,0,1,2,0,3,4,False
1823,1,2,4,3,4,0,False
1824,1,2,3,0,3,4,False
1825,0,2,1,4,0,3,False
1826,0,1,2,4,0,3,False
1827,4,1,3,0,3,4,False
1828,1,0,2,4,1,0,False
1829,0,1,2,4,1,0,False
1830,1,3,4,4,0,3,False
1831,0,1,2,4,3,0,False
1832,0,1,2,4,3,0,False
1833,1,2,3,0,3,1,False
1834,4,1,0,0,3,4,False
1835,1,3,4,0,4,1,False
1836,0,1,2,4,0,3,False
1837,1,2,3,0,4,3,False
1838,2,0,1,4,3,0,False
1839,1,2,3,4,3,0,False
1840,1,2,3,0,3,2,False
1841,1,2,3,0,3,2,False
1842,0,1,2,4,3,0,False
1843,1,3,4,0,3,4,False
1844,0,1,3,4,0,3,False
1845,0,3,4,4,1,3,False
1846,0,1,2,0,4,3,False
1847,0,1,2,4,1,0,False
1848,1,2,3,4,1,0,False
1849,0,2,1,4,0,3,False
1850,3,0,1,0,4,3,False
1851,2,0,1,3,4,0,False
1852,2,1,4,4,1,3,False
1853,1,2,3,0,4,3,False
1854,0,1,2,4,3,1,False
1855,3,0,1,0,4,3,False
1856,0,1,2,0,4,1,False
1857,1,2,4,4,3,0,False
1858,0,1,2,0,4,3,False
1859,1,0,4,1,4,0,True
1860,1,2,0,4,0,3,False
1861,1,2,3,4,1,3,False
1862,1,2,3,0,3,4,False
1863,0,2,1,4,0,3,False
1864,1,3,4,0,3,4,False
1865,0,1,2,4,1,0,False
1866,3,1,4,4,1,0,False
1867,0,1,2,4,3,0,False
1868,3,1,2,4,0,3,False
1869,0,1,2,4,3,1,False
1870,0,1,2,4,3,0,False
1871,4,0,1,0,4,3,False
1872,0,1,2,3,0,2,False
1873,4,0,1,0,3,4,False
1874,0,1,2,3,4,1,False
1875,0,1,4,0,3,4,False
1876,0,1,2,4,3,2,False
1877,0,1,2,4,3,0,False
1878,0,1,2,4,2,0,False
1879,1,3,4,0,4,3,False
1880,1,2,3,0,4,3,False
1881,0,3,4,4,3,0,True
1882,1,3,4,0,3,1,False
1883,0,1,2,4,1,3,False
1884,2,0,1,3,0,1,False
1885,1,2,3,4,3,0,False
1886,1,2,4,3,4,0,False
1887,4,0,1,4,0,3,False
1888,0,1,2,4,3,0,False
1889,2,0,1,4,0,3,False
1890,1,4,2,4,0,3,False
1891,1,2,4,0,4,3,False
1892,0,1,2,4,0,2,False
1893,3,0,1,4,3,0,False
1894,1,2,3,3,4,0,False
1895,0,1,2,3,1,4,False
1896,0,3,4,4,2,3,False
1897,1,0,2,0,4,3,False
1898,0,1,2,3,4,0,False
1899,1,0,2,3,4,0,False
1900,0,1,2,4,3,1,False
1901,0,3,1,4,0,1,False
1902,2,4,1,0,4,3,False
1903,1,3,4,0,4,3,False
1904,1,2,3,4,0,3,False
1905,1,2,4,0,4,3,False
1906,0,2,1,3,4,0,False
1907,0,1,2,4,3,0,False
1908,2,1,4,0,4,1,False
1909,2,1,3,4,2,0,False
1910,1,3,4,0,4,3,False
1911,0,1,2,4,3,0,False
1912,0,1,2,3,4,0,False
1913,0,1,2,4,3,0,False
1914,1,2,3,0,3,4,False
1915,1,0,2,0,4,1,False
1916,1,2,3,4,3,0,False
1917,0,1,2,0,4,3,False
1918,0,1,2,4,0,3,False
1919,1,2,0,0,4,3,False
1920,0,3,1,4,3,0,False
1921,4,3,1,0,4,3,False
1922,1,2,3,0,3,4,False
1923,1,4,2,4,0,3,False
1924,3,1,4,0,4,3,False
1925,2,4,0,0,3,4,False
1926,4,2,1,4,0,3,False
1927,0,1,2,4,0,3,False
1928,0,1,2,0,3,4,False
1929,0,1,2,3,4,0,False
1930,0,1,2,0,4,3,False
1931,0,2,3,4,3,0,False
1932,2,4,0,4,3,0,False
1933,3,0,1,0,4,1,False
1934,0,1,2,3,4,0,False
1935,0,1,2,0,3,4,False
1936,0,1,2,4,2,3,False
1937,0,3,4,3,4,0,True
1938,0,1,2,3,0,1,False
1939,3,0,1,4,1,0,False
1940,0,2,1,4,1,0,False
1941,0,2,1,0,4,3,False
1942,0,1,2,4,3,0,False
1943,3,2,1,0,4,3,False
1944,0,3,4,4,1,3,False
1945,1,2,3,3,4,0,False
1946,0,2,3,3,4,0,False
1947,4,2,0,0,3,4,False
1948,1,2,0,0,3,4,False
1949,1,4,2,0,4,3,False
1950,1,2,3,4,0,3,False
1951,0,1,2,0,4,3,False
1952,0,1,2,4,0,1,False
1953,0,1,2,3,4,0,False
1954,2,0,1,4,3,0,False
1955,0,3,1,4,3,0,False
1956,0,1,2,4,1,3,False
1957,0,1,2,3,4,0,False
1958,1,3,4,4,0,1,False
1959,0,3,4,4,0,3,True
1960,1,2,3,4,0,1,False
1961,0,2,1,4,3,0,False
1962,2,0,3,3,4,1,False
1963,1,2,3,4,0,3,False
1964,0,1,2,3,0,1,False
1965,2,3,0,3,4,0,False
1966,0,1,2,4,3,0,False
1967,0,1,2,4,0,3,False
1968,4,1,3,0,3,1,False
1969,0,1,2,4,1,0,False
1970,1,2,3,1,3,4,False
1971,0,1,2,0,3,1,False
1972,1,2,3,4,3,0,False
1973,0,1,2,4,3,1,False
1974,4,0,1,0,3,4,False
1975,1,4,0,0,3,4,False
1976,3,0,1,0,4,3,False
1977,0,1,2,0,4,3,False
1978,3,1,2,0,3,4,False
1979,0,1,2,0,3,4,False
1980,0,1,2,0,4,3,False
1981,0,1,2,4,0,3,False
1982,1,2,4,0,4,1,False
1983,1,3,0,4,0,3,False
1984,0,1,2,4,3,0,False
1985,0,1,2,4,0,3,False
1986,3,0,1,3,4,1,False
1987,0,1,4,0,4,3,False
1988,3,1,2,4,3,0,False
1989,1,4,2,0,4,3,False
1990,2,0,1,0,3,1,False
1991,1,2,4,4,0,3,False
1992,1,0,2,3,1,0,False
1993,0,1,2,3,0,2,False
1994,0,1,2,4,3,0,False
1995,2,4,0,4,0,3,False
1996,0,1,2,4,3,0,False
1997,1,2,4,4,3,0,False
1998,0,1,2,1,4,0,False
1999,0,1,2,4,1,3,False
2000,1,2,3,0,3,4,False
2001,2,1,3,4,3,0,False
2002,0,1,2,0,4,3,False
2003,0,2,1,4,3,0,False
2004,1,3,4,0,3,4,False
2005,1,2,3,3,1,0,False
2006,1,3,2,0,4,3,False
2007,3,1,2,4,1,0,False
2008,1,3,4,0,3,4,False
2009,3,0,1,4,0,3,False
2010,1,3,4,0,3,4,False
2011,1,2,3,1,0,3,False
2012,0,1,2,4,0,3,False
2013,0,3,2,4,0,3,False
2014,4,0,1,0,3,1,False
2015,1,3,4,4,1,3,True
2016,3,0,1,4,3,0,False
2017,0,1,2,4,0,1,False
2018,3,0,1,4,3,0,False
2019,3,1,4,4,1,3,True
2020,0,1,2,3,4,0,False
2021,0,3,4,4,3,0,True
2022,2,0,1,4,0,1,False
2023,0,2,1,4,3,1,False
2024,0,1,2,4,1,2,False
2025,1,2,3,0,3,4,False
2026,1,4,3,0,4,3,False
2027,1,2,4,4,1,0,False
2028,0,1,2,3,4,0,False
2029,0,1,2,0,4,3,False
2030,0,3,1,4,3,0,False
2031,3,0,1,3,4,0,False
2032,2,0,4,4,3,0,False
2033,0,3,4,4,3,0,True
2034,2,4,0,3,4,0,False
2035,2,1,3,1,4,0,False
2036,4,0,1,0,3,4,False
2037,1,3,4,0,3,4,False
2038,0,3,1,4,3,1,False
2039,2,4,0,0,3,4,False
2040,3,0,1,4,0,1,False
2041,0,1,2,4,3,0,False
2042,3,0,1,4,0,3,False
2043,0,2,1,4,3,0,False
2044,0,1,2,4,3,0,False
2045,1,2,3,0,4,3,False
2046,2,4,0,0,3,2,False
2047,0,1,2,4,2,3,False
2048,0,1,2,3,2,4,False
2049,1,2,3,3,2,4,False
2050,1,2,3,0,3,4,False
2051,1,2,3,4,0,2,False
2052,0,3,1,0,1,3,True
2053,2,4,0,4,0,3,False
2054,1,2,4,3,0,4,False
2055,0,1,2,0,2,3,False
2056,1,2,3,4,1,0,False
2057,1,4,3,0,4,3,False
2058,0,1,2,3,4,0,False
2059,0,2,1,3,4,0,False
2060,1,2,4,0,4,3,False
2061,1,2,3,4,1,0,False
2062,0,1,2,3,0,1,False
2063,0,1,2,4,3,0,False
2064,0,1,2,4,2,1,False
2065,1,2,3,0,4,3,False
2066,2,0,4,3,4,0,False
2067,1,3,4,1,0,3,False
2068,3,0,1,4,0,1,False
2069,0,1,2,3,4,0,False
2070,0,1,2,4,0,3,False
2071,0,1,2,0,3,1,False
2072,0,1,2,4,0,3,False
2073,2,1,3,0,1,4,False
2074,0,1,2,0,3,4,False
2075,0,3,4,4,0,3,True
2076,0,2,1,1,4,0,False
2077,0,1,2,3,0,1,False
2078,0,1,2,4,3,0,False
2079,0,1,2,4,1,0,False
2080,2,0,1,4,1,3,False
2081,0,3,1,3,0,4,False
2082,0,1,2,4,0,1,False
2083,3,4,0,4,1,3,False
2084,0,3,4,4,3,0,True
2085,1,3,2,0,3,4,False
2086,2,4,0,3,4,0,False
2087,3,4,0,4,0,1,False
2088,0,1,2,0,4,3,False
2089,4,1,3,3,0,4,False
2090,0,1,2,4,0,3,False
2091,0,1,2,3,4,1,False
2092,0,3,4,4,0,1,False
2093,3,0,1,4,1,3,False
2094,2,4,0,3,4,1,False
2095,4,0,1,0,1,3,False
2096,3,0,1,4,0,3,False
2097,1,3,4,0,4,3,False
2098,0,2,1,4,3,0,False
2099,0,1,2,4,0,3,False
2100,0,1,2,4,3,0,False
2101,2,1,3,0,3,4,False
2102,1,2,3,1,4,3,False
2103,1,0,2,4,3,2,False
2104,0,1,2,4,3,0,False
2105,1,4,0,0,3,4,False
2106,1,0,2,4,3,1,False
2107,1,2,3,4,0,1,False
2108,2,0,1,4,0,3,False
2109,0,1,2,4,3,0,False
2110,1,3,4,4,1,0,False
2111,1,3,0,4,0,3,False
2112,2,0,1,4,0,3,False
2113,0,4,3,4,3,1,False
2114,2,3,0,4,2,0,False
2115,0,3,4,4,3,0,True
2116,0,2,1,4,0,3,False
2117,0,1,2,0,3,4,False
2118,2,4,0,4,0,3,False
2119,2,0,1,4,0,3,False
2120,0,1,2,3,4,0,False
2121,2,1,3,0,3,1,False
2122,2,4,1,0,3,4,False
2123,0,1,2,4,3,0,False
2124,0,1,2,4,3,1,False
2125,0,1,2,4,1,3,False
2126,2,1,3,0,2,3,False
2127,0,3,4,4,3,0,True
2128,1,2,3,0,4,3,False
2129,3,0,1,4,3,0,False
2130,0,1,2,3,0,1,False
2131,2,3,1,4,3,0,False
2132,1,2,4,3,0,4,False
2133,0,1,2,3,4,0,False
2134,1,0,2,0,1,4,False
2135,0,3,4,4,3,1,False
2136,3,0,1,4,3,0,False
2137,0,1,2,3,4,1,False
2138,0,1,2,0,3,4,False
2139,1,3,0,4,0,1,False
2140,0,3,4,4,3,0,True
2141,2,4,0,4,0,3,False
2142,0,1,2,3,0,1,False
2143,0,1,2,0,4,3,False
2144,3,0,1,0,4,3,False
2145,0,1,2,0,4,3,False
2146,0,1,2,4,3,0,False
2147,2,1,3,0,3,1,False
2148,0,2,1,0,4,3,False
2149,0,1,3,4,1,3,False
2150,1,2,4,4,0,3,False
2151,1,3,4,4,3,0,False
2152,0,1,2,0,4,3,False
2153,0,1,2,4,3,0,False
2154,1,2,0,4,3,0,False
2155,4,1,2,0,4,3,False
2156,0,1,2,4,1,0,False
2157,0,1,2,4,3,0,False
2158,0,1,3,1,0,4,False
2159,2,1,3,3,0,2,False
2160,0,1,2,0,3,4,False
2161,3,0,1,3,0,1,True
2162,0,1,2,4,0,3,False
2163,1,2,4,0,4,3,False
2164,1,0,2,0,3,2,False
2165,1,2,4,4,3,0,False
2166,1,2,0,0,3,4,False
2167,2,4,0,4,1,3,False
2168,1,2,3,0,3,4,False
2169,3,0,1,3,4,0,False
2170,2,4,0,4,3,0,False
2171,0,1,2,4,1,0,False
2172,0,2,1,4,0,3,False
2173,0,1,2,0,4,3,False
2174,0,1,2,3,0,4,False
2175,1,2,3,0,3,4,False
2176,0,2,1,4,3,1,False
2177,1,4,0,0,3,4,False
2178,1,2,0,4,3,0,False
2179,1,2,3,0,3,1,False
2180,0,1,2,3,0,4,False
2181,3,1,4,4,0,3,False
2182,2,0,1,0,4,3,False
2183,2,4,0,4,0,1,False
2184,2,0,1,4,3,1,False
2185,2,4,0,3,4,0,False
2186,2,1,3,0,3,1,False
2187,0,1,2,0,4,3,False
2188,0,1,4,3,0,2,False
2189,0,1,2,0,4,3,False
2190,3,0,1,4,3,0,False
2191,0,1,2,4,3,0,False
2192,1,2,3,0,1,2,False
2193,0,2,1,0,4,3,False
2194,3,1,2,0,3,1,False
2195,0,1,2,0,4,3,False
2196,0,1,2,4,0,3,False
2197,1,2,3,4,0,1,False
2198,1,2,3,0,4,3,False
2199,0,1,2,4,3,0,False
2200,0,1,2,4,3,0,False
2201,0,1,2,3,4,0,False
2202,1,2,3,4,2,0,False
2203,0,1,2,3,4,0,False
2204,0,3,1,4,3,0,False
2205,2,4,0,3,4,0,False
2206,2,0,1,4,3,0,False
2207,0,2,3,4,3,0,False
2208,1,3,4,4,1,0,False
2209,1,2,3,0,1,3,False
2210,1,2,4,4,0,3,False
2211,3,4,0,4,1,0,False
2212,4,0,1,4,3,0,False
2213,0,1,2,3,4,1,False
2214,0,1,2,0,4,3,False
2215,1,2,4,0,3,4,False
2216,1,2,3,4,0,3,False
2217,0,1,2,4,1,0,False
2218,0,1,2,4,3,0,False
2219,0,1,2,4,0,3,False
2220,2,1,4,4,0,3,False
2221,0,1,2,4,1,0,False
2222,2,4,0,3,4,0,False
2223,0,1,2,4,1,3,False
2224,0,1,2,0,4,3,False
2225,3,1,2,4,3,0,False
2226,0,1,2,4,0,3,False
2227,0,1,3,0,1,4,False
2228,2,3,4,0,4,3,False
2229,0,1,2,4,0,1,False
2230,1,2,3,3,1,0,False
2231,1,0,2,0,4,3,False
2232,0,2,1,4,0,2,False
2233,1,2,3,0,4,3,False
2234,1,3,4,0,3,2,False
2235,1,2,3,3,1,0,False
2236,3,0,1,4,3,0,False
2237,0,1,2,0,3,1,False
2238,1,0,2,0,3,4,False
2239,1,2,3,0,3,4,False
2240,4,1,3,0,4,1,False
2241,0,1,2,3,0,4,False
2242,0,1,2,4,3,0,False
2243,0,1,4,0,3,4,False
2244,3,4,1,0,4,3,False
2245,0,1,2,4,3,0,False
2246,0,1,2,0,4,3,False
2247,3,1,2,0,4,3,False
2248,1,3,4,4,3,0,False
2249,4,2,1,0,3,4,False
2250,1,3,4,0,3,4,False
2251,1,4,2,4,0,3,False
2252,0,3,4,4,3,2,False
2253,1,2,3,0,4,3,False
2254,3,1,2,0,4,1,False
2255,2,0,1,4,0,3,False
2256,0,1,2,4,1,3,False
2257,1,2,3,0,4,3,False
2258,2,4,0,3,4,0,False
2259,0,1,2,4,3,0,False
2260,2,1,3,4,3,0,False
2261,1,2,3,4,0,1,False
2262,0,1,2,3,4,0,False
2263,2,4,1,4,3,0,False
2264,2,0,1,4,3,0,False
2265,0,1,2,4,0,3,False
2266,1,2,3,0,4,3,False
2267,0,1,2,4,3,0,False
2268,0,3,4,4,3,0,True
2269,2,1,3,4,0,3,False
2270,0,1,2,4,0,3,False
2271,0,1,2,0,1,4,False
2272,0,1,2,4,3,0,False
2273,0,1,2,3,2,4,False
2274,0,1,2,4,3,1,False
2275,1,0,2,4,0,3,False
2276,3,1,2,4,2,0,False
2277,0,3,1,4,1,0,False
2278,0,1,2,4,3,0,False
2279,0,3,4,4,3,0,True
2280,0,1,2,0,3,4,False
2281,0,1,2,4,3,0,False
2282,1,2,3,0,4,3,False
2283,0,1,3,3,4,0,False
2284,1,2,3,4,0,3,False
2285,1,3,0,4,0,3,False
2286,0,1,2,3,0,1,False
2287,0,1,2,0,1,4,False
2288,0,1,2,4,3,0,False
2289,0,3,1,0,4,3,False
2290,0,3,4,4,0,3,True
2291,0,1,2,0,4,3,False
2292,2,4,0,4,3,0,False
2293,1,2,3,4,0,1,False
2294,1,4,0,0,4,3,False
2295,1,2,0,0,3,4,False
2296,0,1,2,3,0,4,False
2297,0,1,2,4,3,1,False
2298,0,1,2,0,3,4,False
2299,0,1,2,0,3,4,False
2300,0,1,2,3,4,0,False
2301,1,2,4,4,0,3,False
2302,0,1,2,3,4,0,False
2303,0,1,2,4,1,3,False
2304,0,1,2,4,0,1,False
2305,0,1,2,4,1,3,False
2306,0,1,2,4,3,0,False
2307,0,1,2,4,0,3,False
2308,1,2,3,4,3,1,False
2309,0,1,2,3,0,4,False
2310,0,1,2,3,0,4,False
2311,0,1,2,0,4,3,False
2312,1,4,2,3,0,4,False
2313,1,2,4,4,0,3,False
2314,0,3,4,3,4,0,True
2315,0,1,2,4,3,0,False
2316,0,1,2,4,3,1,False
2317,2,4,1,4,3,0,False
2318,0,1,2,4,3,1,False
2319,1,3,4,0,3,1,False
2320,1,2,3,4,3,0,False
2321,2,0,1,0,2,4,False
2322,0,1,2,0,4,3,False
2323,1,2,3,4,3,0,False
2324,0,1,2,0,1,4,False
2325,0,1,2,4,3,0,False
2326,0,1,2,4,3,0,False
2327,0,1,2,0,4,1,False
2328,0,1,2,4,1,3,False
2329,0,1,2,4,3,0,False
2330,3,0,1,4,0,1,False
2331,0,1,2,0,4,3,False
2332,1,2,3,4,3,1,False
2333,0,1,2,4,3,0,False
2334,2,4,0,3,4,0,False
2335,1,2,4,4,0,3,False
2336,1,2,3,4,3,0,False
2337,2,0,1,4,1,3,False
2338,0,1,2,3,0,4,False
2339,0,1,4,0,4,3,False
2340,0,3,4,4,0,1,False
2341,1,3,4,4,0,3,False
2342,0,1,2,0,4,3,False
2343,1,4,0,0,3,4,False
2344,3,1,0,4,3,0,False
2345,2,4,0,4,1,3,False
2346,2,3,4,4,3,0,False
2347,0,1,2,3,1,0,False
2348,0,1,2,3,4,0,False
2349,0,1,2,4,3,0,False
2350,1,4,2,0,4,3,False
2351,0,1,2,3,4,1,False
2352,2,0,4,4,0,3,False
2353,1,2,0,3,0,4,False
2354,0,1,2,3,1,0,False
2355,1,4,3,0,3,4,False
2356,0,1,2,3,0,4,False
2357,1,2,3,3,0,4,False
2358,0,1,2,4,3,0,False
2359,0,1,2,0,3,4,False
2360,0,3,4,4,1,0,False
2361,0,1,2,4,0,1,False
2362,0,1,2,4,0,3,False
2363,0,1,2,3,4,2,False
2364,0,1,2,0,3,4,False
2365,0,1,2,4,3,0,False
2366,2,1,3,0,4,3,False
2367,2,0,3,0,4,3,False
2368,0,1,2,4,0,3,False
2369,1,2,3,0,3,4,False
2370,0,1,2,0,1,3,False
2371,1,2,3,0,3,4,False
2372,0,2,1,4,3,1,False
2373,0,1,2,3,4,0,False
2374,1,2,3,4,0,3,False
2375,0,1,2,4,3,0,False
2376,0,1,2,3,4,0,False
2377,0,1,2,0,4,3,False
2378,0,1,2,4,3,1,False
2379,1,2,4,0,1,4,False
2380,0,1,2,3,4,0,False
2381,1,2,3,4,3,0,False
2382,1,2,3,0,1,4,False
2383,1,2,4,4,3,0,False
2384,0,1,2,0,4,3,False
2385,2,0,1,4,1,3,False
2386,3,0,1,3,4,0,False
2387,3,0,1,4,0,1,False
2388,3,4,0,4,0,3,True
2389,1,2,4,3,0,4,False
2390,0,1,2,0,4,3,False
2391,0,1,2,0,4,1,False
2392,0,1,2,0,3,4,False
2393,2,4,1,4,1,0,False
2394,1,3,4,4,3,0,False
2395,2,1,4,0,4,3,False
2396,2,1,3,0,4,1,False
2397,0,1,2,4,3,0,False
2398,1,0,2,3,4,0,False
2399,0,1,2,3,0,4,False
2400,1,3,4,0,3,4,False
2401,2,3,0,4,0,3,False
2402,2,4,1,4,3,0,False
2403,2,0,1,3,0,4,False
2404,0,1,2,3,0,4,False
2405,2,3,4,3,4,0,False
2406,2,4,0,3,4,0,False
2407,2,4,0,4,3,0,False
2408,0,1,2,4,3,0,False
2409,4,0,1,0,4,3,False
2410,0,1,2,3,4,0,False
2411,0,2,1,3,0,4,False
2412,2,0,1,4,3,0,False
2413,4,0,1,0,3,4,False
2414,0,1,2,4,1,0,False
2415,0,1,2,3,1,0,False
2416,0,1,2,0,3,4,False
2417,3,2,1,0,3,4,False
2418,1,2,3,4,3,0,False
2419,3,0,1,4,3,0,False
2420,0,1,2,0,4,3,False
2421,2,4,0,4,0,3,False
2422,2,4,0,4,0,3,False
2423,2,0,1,4,1,0,False
2424,0,1,2,3,4,0,False
2425,4,0,2,0,4,3,False
2426,1,3,4,4,3,0,False
2427,1,2,3,4,1,0,False
2428,1,3,0,3,4,0,False
2429,0,1,2,0,3,1,False
2430,1,0,2,0,4,3,False
2431,1,3,4,4,3,0,False
2432,2,4,0,4,1,0,False
2433,0,2,3,4,0,3,False
2434,0,1,2,0,4,3,False
2435,1,2,3,0,3,4,False
2436,0,1,2,1,4,0,False
2437,0,1,2,4,0,3,False
2438,0,3,1,4,3,0,False
2439,1,3,4,0,4,3,False
2440,0,1,2,4,1,3,False
2441,0,1,2,4,1,3,False
2442,0,1,2,4,3,0,False
2443,1,2,0,3,0,4,False
2444,4,1,3,4,0,3,False
2445,2,0,1,0,4,3,False
2446,2,4,0,3,4,0,False
2447,0,1,2,0,1,4,False
2448,3,1,2,3,4,0,False
2449,1,2,3,3,0,4,False
2450,0,1,2,4,3,0,False
2451,0,2,1,4,3,0,False
2452,0,1,2,3,0,4,False
2453,0,1,2,4,3,0,False
2454,2,1,4,0,4,3,False
2455,2,3,0,4,3,0,False
2456,1,0,2,3,1,0,False
2457,0,3,1,0,1,4,False
2458,0,1,2,3,0,1,False
2459,2,0,1,4,0,3,False
2460,1,4,0,4,0,3,False
2461,3,2,1,3,0,4,False
2462,0,1,2,0,3,1,False
2463,0,1,2,3,4,0,False
2464,0,3,1,4,0,3,False
2465,0,1,2,0,1,3,False
2466,0,1,2,0,3,4,False
2467,0,1,2,4,1,3,False
2468,2,4,1,4,0,3,False
2469,2,4,1,4,2,3,False
2470,0,1,2,3,0,4,False
2471,0,4,1,0,4,3,False
2472,1,3,4,4,3,0,False
2473,1,2,3,0,4,1,False
2474,0,3,4,4,0,3,True
2475,0,1,2,0,4,3,False
2476,0,2,1,4,0,3,False
2477,2,4,0,4,0,3,False
2478,3,1,0,4,0,3,False
2479,0,1,2,4,3,0,False
2480,1,3,4,4,3,0,False
2481,0,1,2,4,3,0,False
2482,1,2,3,0,4,3,False
2483,0,1,2,3,4,0,False
2484,0,1,2,0,1,4,False
2485,0,1,2,0,3,4,False
2486,1,2,3,4,0,3,False
2487,0,1,2,4,3,0,False
2488,3,0,1,4,0,3,False
2489,1,3,4,4,0,3,False
2490,1,2,3,4,1,0,False
2491,0,1,2,4,0,3,False
2492,0,1,2,3,0,4,False
2493,1,3,4,0,3,4,False
2494,1,2,3,4,0,1,False
2495,0,1,2,4,3,0,False
2496,0,1,2,4,3,0,False
2497,4,0,1,0,3,4,False
2498,0,1,2,0,3,4,False
2499,1,2,4,4,3,0,False
2500,0,1,2,0,3,4,False
2501,3,1,4,0,1,4,False
2502,1,2,3,4,1,0,False
2503,0,1,2,3,4,0,False
2504,0,1,2,4,0,3,False
2505,2,4,0,4,3,0,False
2506,0,1,2,4,3,0,False
2507,1,2,3,0,4,3,False
2508,3,0,1,4,3,0,False
2509,2,4,0,3,4,0,False
2510,4,1,2,3,4,1,False
2511,2,4,0,4,2,3,False
2512,2,4,0,4,3,0,False
2513,1,3,0,3,0,4,False
2514,0,1,2,4,1,3,False
2515,0,1,2,4,3,0,False
2516,1,2,4,3,0,2,False
2517,0,1,3,0,4,3,False
