,bay_top1,bay_top2,bay_top3,bay_top4,bay_top5,bay_top6,bay_top7,bay_top8,bay_top9,bay_top10,bay_top11,bay_top12,bay_top13,bay_top14,bay_top15,bay_top16,bay_top17,bay_top18,bay_top19,bay_top20,gnt_top1,gnt_top2,gnt_top3,gnt_top4,gnt_top5,gnt_top6,gnt_top7,gnt_top8,gnt_top9,gnt_top10,gnt_top11,gnt_top12,gnt_top13,gnt_top14,gnt_top15,gnt_top16,gnt_top17,gnt_top18,gnt_top19,gnt_top20,match
5523,4,11,3,8,18,5,6,17,9,1,13,0,15,16,10,14,12,7,2,19,3,6,0,13,9,4,2,16,5,8,10,11,12,19,14,7,18,1,17,15,True
5524,15,5,9,14,10,18,3,4,6,17,1,11,12,13,16,0,8,7,2,19,2,17,14,15,6,0,7,3,16,10,4,8,11,5,13,9,19,12,1,18,True
5525,18,6,8,0,17,15,13,7,9,1,19,11,5,14,4,16,3,2,12,10,14,0,13,12,2,3,1,8,19,9,5,6,10,4,11,16,18,7,17,15,True
5526,2,7,16,10,6,12,18,17,15,14,13,0,11,1,9,8,5,4,3,19,18,11,7,5,6,1,10,8,2,3,16,4,9,13,0,12,14,19,15,17,True
5527,13,18,3,17,6,8,9,1,0,16,15,14,10,12,11,7,5,4,2,19,2,3,14,8,6,7,5,0,10,9,13,19,16,4,12,11,18,1,15,17,True
5528,0,1,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,10,14,4,9,16,19,3,18,7,13,15,5,11,1,6,2,8,12,17,0,True
5529,0,5,11,8,7,19,3,6,12,16,4,9,1,2,13,14,15,17,18,10,1,14,11,0,9,2,3,10,7,18,12,4,8,6,19,13,16,5,15,17,True
5530,3,11,0,18,17,16,15,14,13,12,10,1,9,8,7,6,5,4,2,19,6,5,16,0,18,4,3,10,8,13,12,1,9,14,19,2,7,11,17,15,True
5531,19,18,14,2,3,4,6,7,8,9,17,15,13,16,0,12,11,1,5,10,16,2,14,11,7,3,18,9,13,10,6,4,8,1,5,0,12,15,19,17,True
5532,19,1,16,18,17,15,14,13,12,11,0,9,8,7,6,5,4,3,2,10,0,10,8,7,11,6,14,19,2,4,16,13,9,15,12,5,3,18,1,17,True
5533,10,18,0,1,6,17,9,15,13,16,12,11,14,2,19,4,8,7,5,3,4,6,3,1,7,0,9,13,12,8,14,5,18,16,10,2,11,19,17,15,True
5534,2,7,12,17,14,10,11,18,16,15,13,19,9,8,6,4,1,5,0,3,2,10,0,5,8,13,19,7,6,14,3,4,11,1,18,9,12,16,15,17,True
5535,1,18,0,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,16,3,4,17,13,2,18,5,8,11,14,10,9,12,6,7,0,1,15,19,True
5536,10,15,2,4,5,6,17,8,9,1,12,13,14,18,16,0,11,7,3,19,3,13,9,6,10,14,8,4,7,5,12,18,0,1,16,19,2,11,15,17,True
5537,5,12,0,19,6,9,7,3,8,1,11,13,14,15,18,10,4,2,16,17,2,13,11,8,10,9,5,1,4,12,7,3,16,15,18,19,6,0,14,17,True
5538,10,18,3,5,6,7,9,15,12,13,17,16,14,0,11,1,8,4,2,19,11,19,7,18,12,0,8,3,14,16,2,10,1,9,5,15,13,6,4,17,True
5539,19,12,2,7,8,18,17,16,15,14,13,10,11,1,9,6,5,4,3,0,16,18,1,13,10,8,4,14,7,11,12,2,6,0,9,5,19,3,17,15,True
5540,16,10,6,12,1,18,15,13,11,19,9,7,4,2,8,0,5,14,17,3,2,12,5,3,9,8,10,0,19,7,1,4,18,16,13,14,15,6,11,17,True
5541,0,5,7,8,11,12,18,17,16,15,14,13,10,1,9,6,4,3,2,19,16,6,13,1,7,3,4,12,8,10,11,9,2,0,19,5,14,18,15,17,True
5542,6,9,0,2,11,17,12,16,14,15,18,13,10,4,1,8,5,19,7,3,0,9,3,6,5,4,16,8,7,1,10,2,15,19,12,14,18,13,11,17,True
5543,5,8,10,3,16,15,14,1,11,12,13,18,17,0,9,7,6,4,2,19,14,2,3,8,13,18,9,4,16,19,0,11,7,5,10,6,1,12,17,15,True
5544,5,10,2,4,6,17,8,9,1,11,12,13,14,15,16,18,0,7,3,19,9,11,2,5,13,14,10,6,8,3,19,1,4,18,0,7,16,12,15,17,True
5545,18,2,7,1,17,6,15,9,14,19,13,4,12,0,11,5,8,16,10,3,0,6,8,16,2,11,4,5,3,13,1,9,17,10,7,18,14,19,12,15,True
5546,7,16,8,0,1,18,17,13,12,11,10,9,5,4,2,19,6,14,15,3,10,2,4,15,7,12,0,19,9,8,6,5,16,13,18,3,11,1,14,17,True
5547,12,6,10,18,5,15,14,9,17,16,13,0,11,1,7,4,3,2,19,8,8,7,10,0,11,13,18,2,4,6,12,3,14,5,9,19,15,16,1,17,True
5548,0,1,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,4,10,2,11,14,5,16,13,8,1,0,7,19,17,3,6,18,9,12,15,True
5549,0,1,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,8,2,7,9,0,14,16,5,1,4,6,19,12,15,10,3,18,11,13,17,True
5550,9,1,13,8,10,15,2,4,5,6,17,12,14,18,16,0,11,7,3,19,1,9,2,19,8,11,0,5,10,15,3,7,4,14,12,16,13,6,18,17,True
5551,11,0,17,14,2,6,4,15,13,18,16,10,5,9,8,19,12,1,7,3,0,5,8,3,6,19,4,2,10,11,7,9,14,12,16,13,1,18,17,15,True
5552,11,4,0,18,17,16,15,14,13,12,10,1,9,8,7,6,5,3,2,19,8,19,2,9,6,7,14,13,3,5,1,0,10,16,12,18,4,15,11,17,True
5553,13,9,1,19,12,18,17,16,10,8,7,4,2,11,6,5,14,15,3,0,12,2,10,5,9,14,6,7,18,8,3,4,11,0,1,13,19,16,15,17,True
5554,10,9,18,16,15,13,12,11,1,19,8,7,6,4,2,5,14,3,17,0,3,11,1,2,16,7,13,6,8,4,0,12,5,18,19,9,10,14,15,17,True
5555,10,12,3,16,1,18,15,6,9,11,13,19,8,7,5,4,2,14,17,0,9,12,6,5,0,10,16,8,7,2,14,1,4,3,13,15,19,17,18,11,True
5556,9,16,13,1,10,18,17,12,19,7,4,2,8,11,6,5,14,15,0,3,2,10,6,7,18,5,14,9,12,1,15,13,0,4,11,16,8,19,3,17,True
5557,0,1,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,3,9,4,6,0,8,16,11,19,7,2,5,13,1,10,14,12,17,15,18,True
5558,10,6,11,18,17,16,15,14,13,12,0,1,9,8,7,5,4,3,2,19,2,10,1,13,5,7,18,12,8,9,15,3,19,0,11,14,4,6,16,17,True
5559,13,9,1,0,11,18,17,16,15,14,12,10,8,7,6,5,4,3,2,19,8,13,4,0,19,12,7,9,5,10,2,15,6,1,14,18,3,11,16,17,True
5560,18,0,1,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,2,5,6,7,12,9,3,10,1,18,15,16,14,17,0,13,11,8,4,19,True
5561,1,0,2,18,17,6,15,14,9,11,13,16,10,12,8,7,5,4,19,3,16,10,2,11,18,5,9,14,8,6,7,3,4,19,1,0,13,15,12,17,True
5562,0,11,18,17,16,15,14,13,10,6,5,4,2,9,1,8,12,7,3,19,11,9,0,3,5,6,8,4,1,2,18,10,7,19,14,16,12,13,17,15,True
5563,16,0,15,11,1,18,17,14,13,12,10,9,7,6,5,4,3,2,19,8,11,2,1,8,9,10,0,7,5,16,14,3,12,13,6,4,19,15,18,17,True
5564,0,13,18,17,4,6,15,8,9,1,11,14,16,10,12,7,5,3,2,19,11,2,13,18,10,5,0,9,6,8,3,4,12,15,1,19,14,7,16,17,True
5565,6,18,3,17,13,8,9,1,0,12,14,19,11,7,5,15,16,4,2,10,2,11,14,8,4,7,5,10,0,9,1,3,6,13,19,12,16,18,17,15,True
5566,16,1,10,9,18,15,13,12,11,19,8,7,6,5,4,2,14,3,17,0,1,2,19,14,4,18,12,9,6,3,0,5,8,10,16,7,13,11,15,17,True
5567,13,9,1,0,11,18,17,16,15,14,12,10,8,7,6,5,4,3,2,19,6,3,9,8,5,1,4,10,13,16,12,14,2,0,19,7,11,17,18,15,True
5568,11,10,2,7,13,4,17,15,9,14,6,18,19,12,1,8,16,5,3,0,7,10,5,0,9,2,6,14,3,16,4,8,18,1,11,19,17,13,12,15,True
5569,9,2,3,17,13,7,19,11,0,5,8,1,6,12,14,15,16,4,18,10,2,19,8,7,16,18,10,14,5,11,12,9,13,1,3,0,6,4,15,17,True
5570,10,9,18,16,15,13,12,11,1,19,8,7,6,4,2,5,14,3,17,0,1,15,8,14,3,7,13,9,0,6,2,5,4,10,18,19,16,11,12,17,True
5571,0,19,2,3,18,17,16,15,14,13,12,11,1,9,8,7,6,5,4,10,3,9,5,6,12,2,4,13,19,8,0,1,10,18,16,7,11,14,15,17,True
5572,13,9,1,0,11,18,17,16,15,14,12,10,8,7,6,5,4,3,2,19,9,13,14,12,11,8,5,0,2,16,7,3,10,1,4,6,19,17,18,15,True
5573,19,13,2,4,7,8,9,1,18,17,16,15,14,0,12,11,6,5,3,10,14,2,16,5,0,9,6,3,7,4,18,12,13,8,19,10,1,11,17,15,True
5574,4,14,13,2,17,16,15,11,18,5,6,0,10,9,7,19,12,8,1,3,0,16,3,9,14,4,5,13,11,8,6,19,10,7,1,2,18,12,15,17,True
5575,19,12,3,11,18,17,16,15,14,13,0,1,9,8,7,6,5,4,2,10,19,4,10,3,13,0,6,5,8,16,15,11,9,7,12,1,14,18,2,17,True
5576,0,1,18,17,16,15,14,13,12,11,10,9,7,6,5,4,2,19,8,3,5,4,8,3,6,0,7,10,16,14,9,2,19,13,15,11,1,12,17,18,True
5577,11,4,14,0,18,17,16,15,13,12,10,1,9,7,6,5,2,19,8,3,11,2,4,9,8,0,5,14,12,7,6,16,10,1,3,18,13,19,17,15,True
5578,18,0,1,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,11,4,6,0,8,5,7,10,1,19,13,18,9,3,14,2,16,12,15,17,True
5579,18,1,12,7,0,11,15,5,16,14,6,8,9,19,2,13,10,17,4,3,13,6,4,0,5,16,9,8,1,7,3,2,19,14,11,10,12,18,15,17,True
5580,6,18,17,15,14,0,9,11,10,5,2,13,4,3,16,12,8,1,7,19,0,3,8,6,5,1,7,14,19,10,4,16,9,18,2,11,12,13,15,17,True
5581,12,14,19,2,17,7,1,6,18,16,15,13,0,11,9,8,5,4,3,10,14,6,19,18,3,13,5,4,16,8,12,1,7,2,11,9,0,10,15,17,True
5582,19,8,2,4,7,16,12,1,10,9,6,11,5,13,14,15,3,17,18,0,2,15,11,0,5,12,9,16,14,17,13,7,10,1,3,18,4,19,6,8,True
5583,16,0,6,12,8,7,19,4,2,5,9,1,11,3,13,14,15,17,18,10,8,12,18,11,3,6,5,4,0,13,9,7,10,16,1,2,19,14,17,15,True
5584,11,8,15,4,9,10,13,12,19,7,6,2,16,14,18,5,17,1,0,3,6,13,9,10,1,14,16,4,3,2,0,8,5,7,19,18,11,12,15,17,True
5585,18,15,0,12,17,16,14,19,7,5,2,8,9,1,11,13,6,4,3,10,7,4,2,5,10,6,3,18,14,8,15,13,16,1,19,9,0,12,11,17,True
5586,8,19,7,5,13,2,18,4,6,9,17,15,14,0,11,1,12,16,10,3,2,14,6,18,0,5,4,12,16,1,9,3,11,8,7,13,10,15,19,17,True
5587,19,14,2,18,4,17,6,7,8,9,11,15,13,16,0,12,1,5,3,10,7,15,18,11,14,12,13,6,4,2,10,1,5,9,0,8,19,16,3,17,True
5588,7,19,4,12,2,18,8,17,16,15,14,13,10,1,9,3,11,6,5,0,2,10,16,14,7,13,11,3,9,5,4,18,0,19,8,1,6,12,17,15,True
5589,0,11,10,2,5,6,7,8,9,12,16,15,4,13,17,19,14,18,1,3,10,6,2,13,9,8,11,14,4,1,3,15,7,5,0,19,17,16,18,12,True
5590,0,5,1,3,12,15,18,17,16,13,10,9,8,6,19,11,14,7,4,2,0,3,1,16,4,7,5,18,6,19,8,9,13,14,10,2,12,11,15,17,True
5591,18,16,14,8,11,10,1,17,13,12,19,9,7,4,2,6,5,15,3,0,4,0,8,6,2,11,1,16,9,3,10,5,18,14,19,12,13,7,17,15,True
5592,13,18,12,10,2,4,5,6,17,15,9,1,14,19,8,11,16,7,0,3,5,8,2,12,4,14,16,0,3,6,9,11,1,7,18,19,13,10,15,17,True
5593,0,1,18,17,16,15,14,13,12,11,10,9,7,6,5,4,2,19,8,3,6,14,8,10,2,0,19,13,16,11,5,1,18,4,7,3,9,15,17,12,True
5594,7,2,10,1,18,16,15,13,12,11,19,9,8,6,4,14,5,17,3,0,2,19,5,18,10,9,0,8,13,7,11,16,12,3,15,1,14,4,6,17,True
5595,7,0,11,18,17,16,15,14,13,12,10,1,9,6,5,4,2,19,8,3,18,2,5,7,1,8,9,3,12,19,11,10,0,16,14,13,4,6,15,17,True
5596,11,4,15,14,0,18,17,16,13,12,10,1,9,8,7,6,5,2,19,3,10,7,0,2,3,4,14,18,1,11,13,5,12,16,9,8,6,19,17,15,True
5597,0,1,18,17,16,15,14,13,12,11,10,9,7,6,5,4,3,2,19,8,5,6,19,15,13,4,2,16,8,3,0,10,7,1,18,14,11,9,12,17,True
5598,10,7,18,15,12,9,8,19,6,5,4,3,2,1,11,13,14,16,17,0,6,16,2,8,1,7,19,5,9,4,10,13,14,3,18,0,12,17,11,15,True
5599,6,16,18,13,10,11,15,19,4,2,12,0,8,9,1,17,7,5,14,3,0,5,8,10,13,1,6,9,12,15,18,4,3,2,14,17,19,16,7,11,True
5600,10,9,3,6,1,18,5,17,12,0,8,11,13,14,15,2,19,7,4,16,8,4,10,16,7,14,13,2,6,3,0,9,19,11,1,5,15,12,18,17,True
5601,0,1,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,14,0,8,3,4,5,7,6,10,16,9,13,19,2,12,1,11,18,15,17,True
5602,6,16,12,0,1,19,7,11,18,10,5,8,9,4,13,15,2,14,17,3,16,0,8,3,10,6,1,5,14,13,4,9,2,19,18,12,7,11,15,17,True
5603,12,0,6,16,17,10,3,19,5,7,8,9,1,11,4,13,14,15,2,18,1,4,6,0,8,11,7,16,13,10,3,5,9,2,18,19,14,12,15,17,True
5604,19,5,15,0,4,7,8,9,12,13,2,16,17,18,10,6,1,11,14,3,9,2,8,10,13,1,18,3,0,14,7,4,11,16,6,5,12,19,15,17,True
5605,7,0,16,11,10,5,6,4,8,9,1,3,12,13,14,15,2,17,18,19,0,5,6,4,10,2,3,9,8,16,7,1,12,11,13,19,18,14,15,17,True
5606,10,6,11,18,17,16,15,14,13,12,0,1,9,8,7,5,4,3,2,19,12,3,5,2,7,11,14,9,8,18,4,10,1,15,0,16,13,19,17,6,True
5607,8,10,9,18,17,16,13,12,1,19,7,4,2,11,6,5,14,15,3,0,5,7,0,2,10,12,6,1,9,13,19,3,14,18,8,11,4,16,15,17,True
5608,19,14,13,11,7,9,16,12,1,0,5,4,2,8,18,6,15,17,10,3,2,5,16,10,7,8,11,9,19,4,14,18,13,3,12,6,0,1,15,17,True
5609,0,1,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,5,8,0,1,17,14,4,6,10,16,3,11,12,18,9,19,15,2,13,7,True
5610,11,0,1,18,17,16,15,14,13,12,10,9,8,7,6,5,4,3,2,19,1,16,18,11,13,9,5,3,2,6,4,12,0,8,14,10,7,19,15,17,True
5611,10,6,17,8,9,13,14,2,4,15,18,1,5,12,19,7,11,16,3,0,7,11,2,0,18,4,3,16,1,5,9,10,19,13,8,17,12,14,6,15,True
5612,0,11,10,3,12,18,17,16,15,14,13,2,4,1,9,8,7,6,5,19,8,0,7,18,13,10,5,2,19,16,14,12,6,3,4,1,9,11,15,17,True
5613,11,4,0,18,17,16,15,14,13,12,10,1,9,8,7,6,5,3,2,19,13,1,15,19,5,4,18,10,12,8,16,2,14,3,9,7,11,6,17,0,True
5614,0,1,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,2,19,3,5,10,8,1,13,11,15,7,2,0,4,14,12,19,6,9,16,18,3,17,True
5615,10,9,18,17,16,13,12,1,19,8,7,4,2,11,6,5,14,15,3,0,10,16,2,11,5,7,13,12,3,18,8,4,9,19,1,15,14,0,6,17,True
5616,16,0,1,18,17,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,2,10,7,5,19,11,3,14,0,4,16,8,9,6,18,12,13,1,17,15,True
5617,7,11,4,2,16,10,18,17,13,12,19,1,9,8,14,5,15,6,3,0,2,11,12,18,0,8,6,5,7,10,14,1,9,3,4,19,13,16,17,15,True
5618,8,18,3,17,6,9,1,13,0,5,7,11,15,16,10,14,12,4,2,19,6,10,2,14,5,8,7,19,0,1,4,9,13,16,3,18,12,11,15,17,True
5619,2,7,0,11,18,17,16,15,14,13,12,10,1,9,8,6,5,4,3,19,0,15,11,2,1,5,3,10,18,16,7,12,13,14,6,4,19,9,8,17,True
5620,19,7,9,18,17,15,14,13,0,8,6,5,4,2,11,12,16,10,1,3,5,12,6,11,7,8,2,10,18,1,3,19,9,13,16,4,14,0,15,17,True
5621,0,6,16,5,18,15,10,11,13,14,4,17,2,12,7,8,9,3,19,1,0,4,3,16,5,13,7,19,11,2,1,6,10,8,14,18,9,15,12,17,True
5622,11,4,18,14,1,0,17,16,15,13,12,10,9,7,6,5,2,19,8,3,11,4,9,8,2,0,5,12,6,7,14,1,16,18,10,13,3,19,17,15,True
5623,13,1,9,8,16,12,10,18,19,7,6,4,2,11,14,15,17,0,5,3,10,2,7,9,1,16,18,6,0,11,12,3,14,8,5,13,4,19,15,17,True
5624,19,7,10,18,2,9,1,4,12,13,16,0,8,15,17,11,6,14,5,3,11,2,5,1,7,9,10,19,8,6,3,13,0,18,12,14,4,16,17,15,True
5625,16,15,11,10,2,18,4,6,7,8,9,12,13,0,1,5,19,14,17,3,2,10,6,4,5,11,0,9,8,14,3,13,7,16,1,18,19,12,17,15,True
5626,3,18,6,9,10,17,5,8,1,15,12,13,14,16,0,11,7,4,2,19,0,1,15,11,6,7,13,5,2,4,3,9,16,10,8,18,19,12,14,17,True
5627,4,15,14,0,11,18,17,16,13,10,6,5,2,1,9,12,8,7,3,19,0,3,4,16,5,8,19,2,6,10,11,7,15,14,13,9,12,1,17,18,True
5628,10,9,18,17,16,13,12,1,19,8,7,4,2,11,6,5,14,15,3,0,18,7,9,2,11,12,10,5,14,16,3,19,13,8,1,6,0,4,15,17,True
5629,14,17,12,4,15,13,9,1,2,10,11,19,8,6,5,3,7,16,18,0,0,12,4,5,16,14,8,13,6,3,11,9,7,10,18,1,2,19,15,17,True
5630,18,16,0,1,17,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,7,8,2,13,5,1,4,18,11,16,19,14,9,3,0,6,10,15,12,17,True
5631,0,11,18,17,16,15,14,13,10,6,5,4,2,9,1,8,12,7,3,19,0,7,2,13,14,16,10,19,3,11,8,4,12,5,1,9,6,17,15,18,True
5632,0,1,18,17,16,15,14,13,12,11,10,9,7,6,5,4,2,19,8,3,2,6,10,3,0,5,8,7,14,4,9,1,19,13,18,11,12,15,16,17,True
5633,10,6,9,13,12,16,7,18,17,15,14,0,11,1,8,5,4,2,19,3,12,2,9,10,5,1,3,19,7,13,18,14,16,8,0,4,6,15,11,17,True
5634,0,1,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,0,8,3,16,4,11,6,5,9,13,2,10,7,12,14,18,19,1,15,17,True
5635,10,14,2,17,4,5,6,8,9,1,15,12,13,16,19,11,7,3,18,0,4,11,10,3,2,14,8,19,5,7,6,9,15,0,16,13,17,1,12,18,True
5636,0,16,12,6,1,10,19,5,7,8,9,4,11,3,13,14,15,2,17,18,12,5,7,2,18,11,1,10,8,3,19,6,16,9,13,0,4,14,17,15,True
5637,16,12,14,6,0,1,18,17,13,10,9,8,7,4,2,19,11,5,15,3,2,10,11,13,4,8,16,5,14,12,19,9,7,0,3,6,1,18,15,17,True
5638,1,19,11,18,17,16,15,14,13,12,0,9,7,6,5,4,2,10,8,3,10,8,9,6,0,13,11,18,5,16,4,14,7,19,12,3,1,2,15,17,True
5639,1,0,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,14,2,15,19,11,9,3,7,13,6,18,17,16,0,12,1,8,5,4,10,True
5640,2,7,19,4,6,8,13,3,17,9,11,14,10,12,1,15,16,5,18,0,2,5,11,1,10,7,18,8,3,0,12,16,14,9,6,4,19,17,13,15,True
5641,11,4,5,18,17,15,14,13,0,16,10,1,9,6,2,12,7,3,19,8,0,4,7,13,5,3,1,6,16,9,8,10,11,12,2,14,19,18,15,17,True
5642,18,0,1,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,7,3,4,8,2,5,14,15,1,0,9,19,6,10,17,13,16,12,11,18,True
5643,19,1,18,17,16,15,14,13,12,11,0,9,8,7,6,5,4,3,2,10,10,8,16,9,14,2,18,4,5,7,6,3,19,1,13,12,15,11,17,0,True
5644,10,9,13,18,16,15,12,11,19,8,7,6,4,2,5,14,17,0,1,3,2,18,9,10,8,5,4,0,16,7,13,19,3,1,11,14,15,6,12,17,True
5645,10,6,14,12,11,18,17,16,15,13,0,1,9,8,7,5,4,3,2,19,6,2,5,1,16,10,7,4,3,0,8,9,13,14,11,18,12,19,15,17,True
5646,10,15,2,4,5,6,17,8,9,1,12,13,14,18,16,0,11,7,3,19,4,14,13,9,3,11,7,2,8,0,6,19,5,16,12,18,1,10,15,17,True
5647,13,9,1,0,11,18,17,16,15,14,12,10,8,7,6,5,4,3,2,19,2,3,7,4,5,18,9,19,10,0,13,6,8,12,1,14,16,11,17,15,True
5648,11,4,10,6,16,1,19,7,9,5,12,13,15,2,18,8,14,17,0,3,9,2,1,5,3,0,18,16,10,19,7,13,12,14,8,6,11,4,15,17,True
5649,5,8,19,16,11,18,17,15,14,13,12,0,1,9,7,6,4,3,2,10,2,16,4,3,5,10,18,1,13,14,9,19,7,8,0,6,17,12,11,15,True
5650,3,17,10,6,11,18,16,15,14,13,12,0,1,9,8,7,5,4,2,19,9,10,19,2,12,1,4,14,8,3,5,7,16,13,0,11,18,15,17,6,True
5651,2,7,19,13,3,4,17,8,9,18,16,15,14,0,12,11,1,6,5,10,2,11,7,9,16,1,3,5,8,18,10,12,0,6,19,14,13,4,17,15,True
5652,7,10,18,12,9,19,6,5,8,4,13,15,16,17,2,1,11,3,14,0,10,2,11,4,6,9,0,13,12,1,18,7,5,16,14,8,19,3,17,15,True
5653,19,2,7,12,11,18,17,16,15,14,13,0,1,9,8,6,5,4,3,10,2,12,18,15,11,10,8,13,1,9,3,4,0,5,19,6,16,14,7,17,True
5654,5,0,11,16,6,12,18,17,15,14,13,10,1,9,8,7,4,3,2,19,16,2,13,14,0,3,11,4,10,6,1,5,18,8,17,19,7,12,9,15,True
5655,11,0,1,18,17,16,15,14,13,12,10,9,8,7,6,5,4,3,2,19,3,2,1,13,19,0,18,4,8,16,7,14,10,5,6,9,12,11,15,17,True
5656,2,17,6,7,14,12,11,3,0,16,10,1,9,13,8,15,5,4,18,19,2,14,8,10,3,5,9,0,1,6,7,19,4,12,11,16,13,18,15,17,True
5657,9,13,2,7,17,18,3,10,5,6,1,16,14,15,0,12,4,19,11,8,2,10,13,9,16,7,1,8,4,18,3,5,6,0,19,15,14,11,12,17,True
5658,9,13,1,10,18,16,15,12,11,19,8,7,6,4,3,2,14,5,17,0,16,0,2,19,10,7,3,1,9,18,15,11,5,8,12,13,6,14,4,17,True
5659,16,8,10,9,18,17,13,12,1,19,7,5,4,2,11,6,14,15,0,3,6,10,3,1,0,5,14,2,18,7,9,4,8,16,13,15,19,11,12,17,True
5660,18,4,15,7,1,11,0,12,17,16,14,13,10,9,6,5,3,2,19,8,6,9,0,10,16,13,1,14,8,3,4,7,2,5,12,18,19,11,15,17,True
5661,3,6,9,10,17,5,8,1,18,12,13,15,2,4,7,14,0,16,11,19,3,4,7,13,11,0,5,9,8,14,19,6,2,16,10,1,18,12,17,15,True
5662,13,7,9,10,1,18,16,15,12,11,19,8,6,4,2,5,14,17,0,3,10,14,11,8,0,19,9,18,3,2,5,1,6,4,12,13,16,7,15,17,True
5663,8,0,11,18,17,16,15,14,13,12,10,1,9,7,6,5,4,3,2,19,11,7,14,1,2,5,4,9,8,3,10,18,0,12,6,13,19,16,15,17,True
5664,11,2,17,6,14,9,0,16,15,13,12,10,1,8,5,4,7,3,18,19,6,15,1,3,9,10,5,8,19,0,18,14,2,4,13,16,7,17,12,11,True
5665,18,15,16,4,6,14,13,0,11,10,2,5,17,1,9,12,3,19,7,8,13,16,0,10,4,8,2,5,7,6,9,1,3,11,14,15,19,18,12,17,True
5666,16,1,10,9,18,15,13,12,19,8,6,7,11,5,4,3,17,2,0,14,12,9,2,4,10,6,19,8,1,0,3,5,18,7,13,14,16,11,15,17,True
5667,2,7,8,14,0,12,18,17,16,15,13,10,11,1,9,6,5,4,3,19,14,10,12,1,4,2,7,8,3,5,18,13,6,0,11,19,16,9,15,17,True
5668,6,14,12,0,11,18,17,16,15,13,10,1,9,8,7,5,4,3,2,19,2,9,19,10,3,7,4,8,11,0,12,5,17,6,1,13,14,15,16,18,True
5669,0,1,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,14,2,12,13,0,6,5,1,18,9,16,11,19,7,8,17,4,10,3,15,True
5670,5,0,11,18,17,16,15,14,13,12,10,1,9,8,7,6,4,3,2,19,6,4,11,7,5,8,3,2,12,9,1,13,16,0,14,17,18,10,15,19,True
5671,13,18,3,17,6,8,9,1,11,0,16,15,14,10,12,7,5,4,2,19,13,4,2,3,8,7,9,11,6,10,14,18,5,1,19,0,16,15,12,17,True
5672,3,15,5,10,9,18,6,12,7,0,1,11,8,13,14,4,16,17,2,19,14,7,0,6,5,9,1,12,4,11,2,16,3,8,18,10,19,13,15,17,True
5673,18,15,1,0,17,4,14,13,9,11,12,16,10,8,7,6,5,3,2,19,0,10,2,9,4,5,3,1,11,7,6,12,13,8,14,16,19,18,15,17,True
5674,0,13,19,8,10,9,1,15,12,14,18,17,16,3,2,4,7,6,5,11,12,10,5,2,18,9,14,6,0,16,1,7,8,11,4,3,19,13,15,17,True
5675,13,9,1,0,11,18,17,16,15,14,12,10,8,7,6,5,4,3,2,19,17,2,1,8,11,16,5,15,10,9,7,4,14,6,13,0,12,18,3,19,True
5676,10,15,6,9,18,5,12,2,4,8,13,14,17,1,16,19,7,3,11,0,4,9,0,5,2,3,6,8,1,16,7,14,10,13,11,19,18,12,15,17,True
5677,1,2,17,16,7,12,14,10,18,13,19,9,8,4,11,6,15,5,3,0,9,6,14,2,10,3,7,16,5,8,19,12,15,18,1,17,13,11,0,4,True
5678,7,0,11,18,17,16,15,14,13,12,10,9,8,6,5,4,2,19,1,3,12,11,9,2,13,5,1,10,7,6,8,18,16,15,3,14,4,0,19,17,True
5679,10,1,18,17,16,15,14,13,12,11,0,9,8,7,6,5,4,3,2,19,8,3,4,7,11,10,2,5,9,0,6,19,16,18,14,15,12,13,1,17,True
5680,4,15,14,0,11,18,17,16,13,12,10,1,9,8,7,6,5,3,2,19,1,8,17,14,7,2,18,12,10,16,13,19,11,3,9,0,6,5,4,15,True
5681,1,18,0,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,10,2,15,8,9,5,4,16,12,7,3,6,19,13,18,0,1,14,11,17,True
5682,5,19,3,8,2,4,6,7,9,18,11,17,13,14,15,16,0,12,1,10,3,6,2,11,9,13,14,12,16,7,4,15,18,8,5,0,10,1,19,17,True
5683,11,0,17,14,10,4,6,9,13,15,16,2,5,18,7,8,1,12,3,19,2,14,4,5,7,1,12,8,0,16,6,10,3,9,19,11,13,18,15,17,True
